aliMallSeller,anony,appendComment,attributes,auctionSku,buyCount,carServiceLocation,cmsSource,cmsSource,displayRatePic,displayRateSum,displayUserLink,displayUserNick,displayUserNumId,displayUserRateLink,dsr,fromMall,fromMemory,id,pics,position,rateContent,rateDate,reply,serviceRateContent,tamllSweetLevel,tmallSweetPic,useful,userIdEncryption,userInfo,userVipLevel,userVipPic
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_4.gif,108,,此***柔,,,0,true,0,242329267836,,,不错，NIKE 产品质量没以前好了也是事实，,2015-05-21 23:24:51,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_red_3.gif,50,,h***2,,,0,true,0,242369910459,,,很好,2015-05-21 22:13:37,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:547庭紫/ (冷灰),尺码:M,0,,天猫,b_red_3.gif,50,,h***2,,,0,true,0,242369910458,,,很好,2015-05-21 22:13:37,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_4.gif,99,,卡***9,,,0,true,0,242041839864,,,不错,2015-05-21 20:03:10,,,3,tmall-grade-t3-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_blue_1.gif,458,,l***彬,,,0,true,0,242249527655,,,还行,2015-05-21 19:38:33,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_blue_1.gif,458,,l***彬,,,0,true,0,242249527655,,,还行,2015-05-21 19:38:33,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:L,0,,天猫,b_blue_1.gif,251,,夏***香,,,0,true,0,242089256754,,,和专卖店的一样，很好,2015-05-21 18:10:52,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:547庭紫/ (冷灰),尺码:M,0,,天猫,b_blue_1.gif,272,,l***8,,,0,true,0,242142699726,,,之前买了一件黑色的，这次买件紫色的。一如既往的好，希望多上架一些颜色的。,2015-05-21 17:21:16,,,4,tmall-grade-t4-18.png,true,,,0,
false,false,,,颜色分类:547庭紫/ (冷灰),尺码:M,0,,天猫,b_red_4.gif,147,,希***杀,,,0,true,0,242179112376,,,衣服很不错。另外，希望改进以下两点：1.腋下舒适度 2.胸口前稍微加点图案，这样外穿时显得不是很单调。因为我以后还会买。。所以希望改进的更好一些。另外希望各个颜色都有，不要缺货。。,2015-05-21 17:18:44,,服务态度很好。,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:2XL,0,,天猫,b_red_3.gif,64,,t***0,,,0,true,0,242128619496,,,很好，穿着舒服,2015-05-21 13:19:28,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_4.gif,140,,啄***1,,,0,true,0,242075612085,,,挺好，就是儿子太瘦，穿不出效果,2015-05-21 13:13:47,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_5.gif,172,,爱***5,,,0,true,0,242222567466,,,顺丰太给力啦！第二天就到了！不错！就是吊牌上没有价格是怎么回事？,2015-05-21 12:58:44,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_5.gif,231,,混***个,,,0,true,0,242124283269,//img.alicdn.com/bao/uploaded/i4/103320100773673449/TB2GhDEaXXXXXbDXpXXXXXXXXXX_!!338380332-0-rate.jpg,,耐克就是有实力，不错质量依旧给力！以后继续支持,2015-05-21 10:43:34,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_red_5.gif,205,,1***n,,,0,true,0,242294627248,,,真的非常好,2015-05-21 01:45:34,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:L,0,,天猫,b_blue_1.gif,265,,p***2,,,0,true,0,242198436104,,,衣服很棒！很喜欢！发货物流非常快！非常愉快的一次购物！,2015-05-20 21:33:45,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:547庭紫/ (冷灰),尺码:M,0,,天猫,b_blue_1.gif,350,,c***1,,,0,true,0,241954860418,"//img.alicdn.com/bao/uploaded/i1/18163081689573071/TB2od9iXFXXXXbpXpXXXXXXXXXX_!!663478163-0-rate.jpg,//img.alicdn.com/bao/uploaded/i1/18163096021844326/TB2qhbFXFXXXXbtXpXXXXXXXXXX_!!663478163-0-rate.jpg",,男友穿着好瘦 质量还不错 穿着舒服,2015-05-20 18:14:13,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_4.gif,94,,b***天,,,0,true,0,241937724401,,,正品！包装好！旗舰店值得信赖！,2015-05-20 14:57:34,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:547庭紫/ (冷灰),尺码:M,0,,天猫,b_blue_1.gif,402,,威***地,,,0,true,0,242141054090,,,好,2015-05-20 14:42:51,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:2XL,0,,天猫,b_red_4.gif,92,,葫***狐,,,0,true,0,242026332141,,,试穿过了，质量没的说，穿起来很舒服！,2015-05-20 13:25:14,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_4.gif,114,,蔡***7,,,0,true,0,241970047570,,,买给孩子的...送学校去了，不知道效果如何。,2015-05-20 13:23:57,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,58,,t***1,,,0,true,0,242004319071,,,不错~物流很快！,2015-05-20 11:54:32,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_blue_1.gif,343,,t***2,,,0,true,0,241951993111,,,不错,2015-05-20 09:54:16,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_2.gif,15,,超***杯,,,0,true,0,241950796592,,,衣服很棒，正品，下次还会再来,2015-05-20 09:32:27,,,0,,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_red_3.gif,53,,t***3,,,0,true,0,242154336731,,,挺好，本来感觉紧，不过还是接受了，挺好的吸汗,2015-05-20 09:23:22,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_4.gif,136,,s***1,,,0,true,0,242174461369,,,买的正好合适，快递也很给力。有发票，是正品！,2015-05-20 09:12:35,,,4,tmall-grade-t4-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_4.gif,105,,t***2,,,0,true,0,242170077483,,,正品就是正品，一天到货牛,2015-05-20 07:42:02,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,59,,王***8,,,0,true,0,241968488881,,,好评,2015-05-20 07:07:32,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_blue_1.gif,273,,t***1,,,0,true,0,242063482914,,,很好,2015-05-19 20:17:11,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_red_3.gif,45,,a***9,,,0,true,0,242077626727,,,帅........................,2015-05-19 17:40:43,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:M,0,,天猫,b_red_3.gif,84,,瑞***美,,,0,true,0,242047412526,,,儿子喜欢，正品超赞给5分,2015-05-19 16:55:47,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_blue_2.gif,881,,l***8,,,0,true,0,242091655378,,,质量好,2015-05-19 16:27:31,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_red_3.gif,44,,t***1,,,0,true,0,242044730951,,,非常合身，物流非常快,2015-05-19 16:25:45,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_5.gif,240,,b***0,,,0,true,0,242167417900,,,包装的不错，就是衣服有点长了,2015-05-19 13:52:12,,,3,tmall-grade-t3-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_1.gif,8,,新***呵,,,0,true,0,241878748388,,,很棒，贴身感强，速干吸汗，健身首选,2015-05-19 11:55:19,,,0,,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_2.gif,24,,想***1,,,0,true,0,242149689787,,,"衣服很好,是正品",2015-05-19 08:28:34,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_4.gif,100,,6***6,,,0,true,0,241869352704,,,感觉很棒,2015-05-19 07:21:49,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:2XL,0,,天猫,b_blue_2.gif,513,,t***c,,,0,true,0,242143564919,,,好评，还有发票,2015-05-19 00:41:10,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_blue_3.gif,1461,,购***袭,,,0,true,0,241895906272,,,真心不错！谢谢！还会来的。,2015-05-19 00:15:03,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:S,0,,天猫,b_red_3.gif,76,,牛***伙,,,0,true,0,241893119098,,,感觉非常棒 找到了以前想健身的感觉,2015-05-18 23:16:00,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_2.gif,33,,k***1,,,0,true,0,242010881226,,,很好,2015-05-18 22:20:28,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_4.gif,113,,n***8,,,0,true,0,242112297654,,,别的都还好...就是太长了点...要卷一卷...,2015-05-18 21:34:15,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,51,,p***y,,,0,true,0,241861538429,,,东西很不错，就是不知道健身时候穿吸汗效果如何？物流速度也快，谢谢,2015-05-18 20:02:30,,,1,tmall-grade-t1-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_blue_2.gif,506,,o***o,,,0,true,0,241836802360,,,很合身！不错！,2015-05-18 18:10:54,,,4,tmall-grade-t4-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_2.gif,18,,胤***五,,,0,true,0,241819436520,,,衣服拿到了 只是跟专卖店的还是有差别的。 明显质量没那么好   贵了 感觉不值这个价,2015-05-18 16:36:31,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:413浅漆蓝/(动力蓝),尺码:2XL,0,,天猫,b_red_3.gif,57,,熊***5,,,0,true,0,241803404233,,,不错，很贴身,2015-05-18 16:12:30,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:XL,0,,天猫,b_red_2.gif,11,,诺***家,,,0,true,0,241871663344,,,非常好,2015-05-18 16:07:17,,,0,,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_2.gif,24,,无***0,,,0,true,0,241877387780,,,衣服很好啊,2015-05-18 15:04:23,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_blue_1.gif,258,,生***子,,,0,true,0,241972621917,,,衣服有点儿偏长 还算修身,2015-05-18 14:33:31,,,4,tmall-grade-t4-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,63,,雪***爸,,,0,true,0,241875077066,,,发货速度快递 物流快 衣服穿上很满意 大小刚好,2015-05-18 13:17:33,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_1.gif,6,,草***八,,,0,true,0,241929684662,,,感觉胸部略紧，本人175，70公斤，买L码，胸背稍紧，但下端拉直可到裤袋中部。,2015-05-18 12:42:12,,,0,,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_2.gif,12,,岁***歌,,,0,true,0,241929086255,,,正规品牌就是给力！,2015-05-18 12:36:37,,,0,,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_red_4.gif,135,,并***仰,,,0,true,0,241954593280,,,应该是正品，穿了几次，还不错,2015-05-18 12:15:52,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:XL,0,,天猫,b_blue_2.gif,812,,a***0,,,0,true,0,241984004062,,,可以，有点长,2015-05-18 11:05:09,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:M,0,,天猫,b_red_5.gif,194,,快***者,,,0,true,0,241808770422,,,衣衣很正很喜欢下次会继续光顾的~,2015-05-18 10:49:59,,,3,tmall-grade-t3-18.png,true,,,0,
false,false,,,颜色分类:547庭紫/ (冷灰),尺码:S,0,,天猫,b_red_5.gif,154,,z***i,,,0,true,0,241811448612,"//img.alicdn.com/bao/uploaded/i3/12280080763301767/TB2ADt9cVXXXXcsXXXXXXXXXXXX_!!391702280-0-rate.jpg,//img.alicdn.com/bao/uploaded/i2/12280081209592699/TB2vw49cVXXXXcNXXXXXXXXXXXX_!!391702280-0-rate.jpg",,还可以吧,2015-05-18 07:53:26,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_5.gif,151,,h***g,,,0,true,0,241933930739,,,快递很给力  包装很精致  还有发票  太满意了,2015-05-18 05:25:23,,,4,tmall-grade-t4-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_red_3.gif,45,,l***a,,,0,true,0,242003290085,,,好,2015-05-18 00:43:02,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_blue_1.gif,347,,x***1,,,0,true,0,241927050645,,,还行,2015-05-17 22:00:29,,,3,tmall-grade-t3-18.png,true,,,0,
false,false,,,颜色分类:405复古蓝/(岛绿),尺码:L,0,,天猫,,1,,裤***哈,,,0,true,0,241757237915,,,看到评论，确实衣服好小，要买大一个号才行，哎,2015-05-17 21:55:07,,,1,tmall-grade-t1-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:2XL,0,,天猫,b_blue_2.gif,671,,w***p,,,0,true,0,242043104116,,,不错。有点紧,2015-05-17 21:39:42,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:413浅漆蓝/(动力蓝),尺码:2XL,0,,天猫,b_red_4.gif,144,,嘟***子,,,0,true,0,242014723295,,,太棒了，颜色漂亮。,2015-05-17 19:47:25,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:XL,0,,天猫,b_red_5.gif,167,,c***6,,,0,true,0,241696470218,,,感觉不错，不过有点紧，可能穿穿就好了~,2015-05-17 18:40:22,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,47,,t***7,,,0,true,0,241774450215,,,不错,2015-05-17 16:42:01,,不错,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:2XL,0,,天猫,b_red_1.gif,7,,金***6,,,0,true,0,241872660577,,,服务耐心，物品很正，就是买大了，送我爸了，建议以后买此类衣服不要只参考体重身高，重点在腰围胸围上。,2015-05-17 16:36:11,,,1,tmall-grade-t1-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:2XL,0,,天猫,b_blue_1.gif,265,,a***7,,,0,true,0,241833092953,,,发货很快！挺棒的。,2015-05-17 15:57:34,,,4,tmall-grade-t4-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:XL,0,,天猫,b_blue_2.gif,876,,沐***露,,,0,true,0,241881450646,,,身高175，体重79，先买了件L码，有点紧，再买了件XL就刚刚好,2015-05-17 12:27:52,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_blue_2.gif,876,,沐***露,,,0,true,0,241795457681,,,身高175，体重79，穿L码能挤进去，肚腩立刻勒不见，但是有点太紧了，再买一件XL蓝色,2015-05-17 12:24:54,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_5.gif,174,,s***x,,,0,true,0,241851687773,,,很多次买了,2015-05-17 12:20:57,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:2XL,0,,天猫,b_red_2.gif,17,,哒***瘦,,,0,true,0,241766232989,,,"旗舰店果然不错，客服态度好，发货快物流快，东西也放心。PRO系列实在太长了，我188cm,77KG,XXL紧是紧了，全拉开能到腿根。不过，皱着穿还是挺帅的，好好健身",2015-05-17 12:16:14,,,1,tmall-grade-t1-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_red_2.gif,38,,t***1,,,0,true,0,241715375107,,,非常好,2015-05-17 11:23:37,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_blue_1.gif,285,,j***0,,,0,true,0,241699740531,,,包装很好，应该是正品,2015-05-17 09:47:52,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:547庭紫/ (冷灰),尺码:S,0,,天猫,b_red_5.gif,249,,d***0,,,0,true,0,241929373233,,,衣服質量不錯，快遞給力,2015-05-17 08:03:32,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_2.gif,11,,我***吻,,,0,true,0,241731199066,,,感觉不错,2015-05-17 01:19:36,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_2.gif,33,,t***4,,,0,true,0,241945734481,,,好,2015-05-16 21:46:27,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_red_2.gif,33,,t***4,,,0,true,0,241945734480,,,好,2015-05-16 21:46:27,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:547庭紫/ (冷灰),尺码:XL,0,,天猫,b_red_2.gif,26,,c***2,,,0,true,0,241897526929,,,"送货迅速，昨天下单今天到，很快！质量与描述相符，有物流跟踪。,",2015-05-16 20:19:56,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_1.gif,5,,张***丶,,,0,true,0,241667177389,,,长太多了,2015-05-16 18:34:50,,,0,,true,,,0,
false,false,241784894389|2015-05-16 15:58:17|物流没得说！太快了！衣服至少现在看来不错，穿着也还可以，总体评价四星|0||,,颜色分类:021麻灰/ (黑),尺码:2XL,0,,天猫,b_red_3.gif,82,,大***8,,,0,true,0,241784894389,,,,2015-05-16 15:57:07,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:XL,0,,天猫,b_red_2.gif,22,,1***子,,,0,true,0,241806980373,,,从未体验过如此之快的速度。质量也应该是有保证的。,2015-05-16 13:39:46,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_blue_1.gif,470,,孤***秆,,,0,true,0,241704981352,,,身高177，体重140穿着刚刚好，非常好。,2015-05-16 12:36:11,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:M,0,,天猫,b_red_2.gif,26,,幸***7,,,0,true,0,241866586097,,,好！！！服务态度好！产品和描述的一样！尺码大小合适！,2015-05-16 11:28:15,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:021麻灰/ (黑),尺码:L,0,,天猫,b_blue_1.gif,338,,t***2,,,0,true,0,241904278683,,,不错,2015-05-16 11:19:21,,,4,tmall-grade-t4-18.png,true,,,0,
false,false,,,颜色分类:021麻灰/ (黑),尺码:2XL,0,,天猫,b_red_5.gif,232,,w***8,,,0,true,0,241712148859,"//img.alicdn.com/bao/uploaded/i4/17323080222822934/TB26HdDcVXXXXXZXXXXXXXXXXXX_!!767137323-0-rate.jpg,//img.alicdn.com/bao/uploaded/i2/17323080884406452/TB2xGtycVXXXXcvXXXXXXXXXXXX_!!767137323-0-rate.jpg,//img.alicdn.com/bao/uploaded/i1/17323080969036909/TB2exdxcVXXXXb8XXXXXXXXXXXX_!!767137323-0-rate.jpg",,没得说，版型OK 松紧OK 一切OK 运动首选，除了价格不OK 不过确实质量上没得说 NIKE还是有实力的，支持！ 顺丰更是没话说了，快,2015-05-16 10:44:53,,,2,tmall-grade-t2-18.png,true,,,0,
false,true,,,颜色分类:010黑/ (冷灰),尺码:M,0,,天猫,b_red_2.gif,29,,大***脱,,,0,true,0,241843293331,,,还好吧，很多人都有同款,2015-05-16 08:45:52,,,2,tmall-grade-t2-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,76,,淡***1,,,0,true,0,241888944288,,,衣服不错。一分价钱一分货。,2015-05-16 06:39:35,,,3,tmall-grade-t3-18.png,true,,,0,
false,false,,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_3.gif,76,,淡***1,,,0,true,0,241888944288,,,衣服不错。一分价钱一分货。,2015-05-16 06:39:35,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,241717233782|2015-05-18 16:36:19|174cm 80KG 穿L码稍微有点小，肚子大了穿起就感觉很搞笑了|16||,,颜色分类:010黑/ (冷灰),尺码:L,0,,天猫,b_red_4.gif,149,,d***2,,,0,true,0,241717233782,,,,2015-05-16 01:43:13,,,3,tmall-grade-t3-18.png,true,,,0,
false,true,,,颜色分类:405复古蓝/(岛绿),尺码:M,0,,天猫,b_red_2.gif,24,,t***6,,,0,true,0,241667813783,,,很清爽的衣服,2015-05-16 01:16:56,,,2,tmall-grade-t2-18.png,true,,,0,
